ids,instructions,Verbs
dfb6179073,Spread on cracker put cracker on top of each,"spread,put"
dfb6179073,Serve I hope you enjoy!,none
f806216a95,Boil jars and flats for 15 minutes.,boil
f806216a95,"In a separate pot, bring your vinegar, water and salt to a boil.","bring,boil"
f806216a95,Pack okra as tightly as possible into pint jars.,pack
f806216a95,"Add the garlic, dill seed and a pepper to each jar.",add
f806216a95,"If you prefer a really hot pickled okra, choose your peppers accordingly.",none
f806216a95,I used cayenne peppers because I liked the color contrast with the okra and I thought this would be a milder pepper.,none
f806216a95,I removed half of the seeds and placed the pod in my jar of okra.,"removed,placed"
f806216a95,I wanted there to be a little kick to my okra but I didnt want it to burn my mouth.,none
f806216a95,"Once the jars are packed, pour the boiling vinegar solution into each jar, leaving 1/4 inch free to the rim.","packed,pour"
f806216a95,Place the flats and rings on the jars and place them in a water canner.,"place,cover"
f806216a95,I used a pressure canner and heated it to 5 lbs.,heated
f806216a95,of pressure for 10 minutes before removing it from the heat.,removing
f806216a95,"When the pressure has gone down in the canner, carefully remove the jars and set them in an out-of-the-way place.","remove,set"
f806216a95,They will need to sit for a week or longer if you can wait.,sit
f806216a95,Chill and enjoy!,none
c97a05f735,"In 3-quart saucepan, heat broth, wine, and water to boiling.",heat
c97a05f735,"In 4-quart glass bowl, microwave butter and leeks on High 4 minutes, stirring once.","microwave,stirring"
c97a05f735,Stir in rice,stir
c97a05f735,cook 1 minute.,cook
c97a05f735,Carefully add liquid,add
c97a05f735," cover and microwave at 50 percent power 18 minutes, stirring every 5 minutes, until rice is just tender and liquid is creamy.","cover,microwave,stirring,tender,creamy"
c97a05f735,"Stir in Parmesan, 1 teaspoon salt, and 1/8 teaspoon black pepper.",stir
c97a05f735,Spoon risotto into 6 shallow bowls.,spoon
c97a05f735,Garnish with parsley.,garnish
82f98ec361,Mix condensed milk and white chocolate chips and microwave for 3 minutes,"mix,microwave"
82f98ec361,Stir in vanilla extract and salt,stir
82f98ec361,Add crushed candy canes,add
82f98ec361,Let sit in refrigerator overnight put crushed candy canes on top.,sit
c1f0cab356,Thaw pastry sheet at room temperature for 40 minutes or until easy to handle.,thaw
c1f0cab356,"Heat oil over medium heat and add cumin seed, cook for 5 seconds.","heat,add,cook"
c1f0cab356,Add onion and fry until soft.,"add,fry"
c1f0cab356,"Add carrot and chicken, fry for 2-3 minutes.","add,fry"
c1f0cab356,"Add salt, ginger, garlic, jalapeno, pepper and chili powder and stir to combine and soften the jalapeno.","add,stir"
c1f0cab356,Add spring onion and cook 2 minutes over medium-low heat.,"add,cook"
c1f0cab356,Remove from heat and let mixture cool.,"remove,let"
c1f0cab356,Heat oven to 400 degree F.,heat
c1f0cab356,Lightly grease a baking sheet or line with parchment paper and set aside.,"grease,line,set"
c1f0cab356,Unfold pastry sheet on lightly floured surface.,unfold
c1f0cab356,Use a rolling pin to roll it flat.,roll
c1f0cab356,Cut sheet into 9 squares.,cut
c1f0cab356,Take one square at time and fill with 1 tablespoon of chicken mixture and seal all sides.,"fill,seal"
c1f0cab356,Make a small cut on top to vent steam.,"make,cut"
c1f0cab356,In a small bowl stir egg and water.,stir
c1f0cab356,Brush chicken puff with egg mixture.,brush
c1f0cab356,Bake for 15-18 minutes or until golden.,"bake,golden"
6fe3dd1805,Add oil to a large soup pot over medium high heat.,add
6fe3dd1805,"Add chopped onion, celery, carrots, garlic and bell pepper.",add
6fe3dd1805,"Cook until veggies are tender, stirring often.","cook,tender,stirring"
6fe3dd1805,"Now add the frozen veggies (for soup, I like the one that has green beans, carrots, corn, green peas and lima beans), beans, tomatoes and chicken broth.",add
6fe3dd1805,Stir together and add enough water to fill the pot as much as you would like.,"stir,add,fill"
6fe3dd1805,"(Note: If at some point you think the soup needs more chicken flavor, you can add granulated or cubed chicken bouillon.)",add
6fe3dd1805,"Add all the seasoning, bring up to a boil, cover, reduce heat to low and allow to simmer for at least two hours, stirring occasionally, for maximum tastiness!","add,bring,boil,cover,reduce,simmer,stirring"
6fe3dd1805,"About 30 minutes or so before serving, add the chicken meat.",add
6fe3dd1805,"At this point, taste the soup and adjust any seasonings to your taste.","taste,adjust"
6fe3dd1805,"Remember, be creative and add your own favorite veggies or seasonings.",add
6fe3dd1805,This is delicious served with garlic bread or just crusty bread and butter.,none
4698cd3d68,"In medium bowl, beat together cream cheese and sugar until smooth.","beat,smooth"
4698cd3d68,"Add vanilla, zest and orange juice",add
4698cd3d68,mix thoroughly.,mix
4698cd3d68,Chill.,chill
4698cd3d68,Serve with assorted fruit.,serve
ae73872386,"chop onions in pretty big pieces, heat some olive oil in a big pot and let the onions fry on high heat until they brown a little bit.","chop,heat,fry,brown"
ae73872386,"in the meantime, remove the core from the peppers and cut them in big chunks.","remove,cut"
ae73872386,put them to the onions and fry them together.,"put,fry"
ae73872386,"half the chili peppers, remove the core, cut halves in stripes and put them into the pot.","half,remove,cut"
ae73872386,put in the soybeans and red lentils and fry everything together for a few minutes.,"put,dry"
ae73872386,"if everything is well fried and the bottom of the pot beginns to brown, pour in the beer/wine.",pour
ae73872386,"let it reduce for about 3min, still on high heat.","reduce,high heat"
ae73872386,reduce the heat to medium and pour in all the cans (no need to strain) and put in all spices.,"reduce,pour,put"
ae73872386,dissolve the chocolate into the pot and mix thoroughly.,"dissolve,mix"
ae73872386,"let everything simmer for about 1h with no lid, check regularly to mix well because it tends to scorch - rule of thumb: the longer it sits on the stove > the thicker it gets > the lower the heat should be.","simmer,check,mix"
ae73872386,"it's done, when the consistency isn't runny anymore.",runny
ae73872386,"Serve chili with guacamole, slices of chili peppers and fresh bread (gluten-free when needed).",serve
ca03ba13a2,"Combine the paprika, salt, ground cinnamon, cumin and pepper in a ziploc bag.",combine
ca03ba13a2,Add chicken pieces and coat evenly.,"add,coat"
ca03ba13a2,In a skillet over medium heat cook chicken until thoroughly done.,cook
ca03ba13a2,About 10 minutes.,none
ca03ba13a2,Remove chicken after done and keep warm.,"remove,keep warm"
ca03ba13a2,"Lower heat to low and add maple syrup, butter and dijon mustard.","lower,add"
ca03ba13a2,Combine well and add chicken pieces to coat evenly.,"combine,add,coat"
ca03ba13a2,Serves well with roasted vegetables.,none
08df682db9,Whisk juice and dressing mix together.,"whisk,mix"
08df682db9,Marinate chicken in 1/2 of mix.,marinate
08df682db9,Combine cornstarch and water with rest of juice mix in a saucepan and cook till thick.,"combine,cook"
08df682db9,Baste chicken with this mix while baking.,baste
08df682db9,Bake thawed chicken at 350 degrees for 50 to 60 min.,bake
2a702b443f,For the dough: dissolve the yeast into the water.,dissolve
2a702b443f,"Combine the flour, water and salt together in a bowl before turning out onto a floured work surface and knead for 15 minutes, until you have a smooth and elastic dough.","combine,knead,smooth,elastic"
2a702b443f,Leave to rest for 15 minutes.,rest
2a702b443f,Cut into 220-260g pieces and roll into tight dough balls.,"cut,roll"
2a702b443f,Place in a dish and cover with cling film and a tea towel.,"place,cover"
2a702b443f,Leave to prove for 12-24 hours until the dough balls have completely relaxed and increased in size (by 2/3).,prove
2a702b443f,For the tomato sauce: put all the ingredients in a blender.,put
2a702b443f,"Pulse, don't blend - you want a sauce with a rough texture.","pulse,blend"
2a702b443f,To cook: get a large non-stick frying pan on a high heat and preheat your grill.,"cook,high heat,preheat"
2a702b443f,Roll or stretch out your dough ball and lay in the bottom of the hot pan.,"roll,stretch,lay"
2a702b443f,"Spread a good spoonful of the tomato sauce onto the base (leaving a 1"" crust).",spread
2a702b443f,Season with a pinch of Parmesan.,season
2a702b443f,Scatter with 2-3 basil leaves.,scatter
2a702b443f,Break half a mozzarella ball onto the pizza with a trickle of olive oil.,"break,trickle"
2a702b443f,"Cook on the hob until the base is browned, then put straight under hot grill to finish, about 1-2 minutes.","cook,browned,put"
2a702b443f,Enjoy!,none
02a42dac66,Preheat oven to 350F.,Preheat
02a42dac66,Butter and flour a 13 X 9 inch pyrex baking pan.,"butter,flour"
02a42dac66,"Sift flour, baking powder and salt.",sift
02a42dac66,"In large electric mixer bowl, beat egg whites until frothy.","beat,frothy"
02a42dac66,Gradually beat in 1/2 cup of the sugar.,beat
02a42dac66,Continue beating until very stiff and glossy.,"beating,stiff,glossy"
02a42dac66,Set meringue aside.,set
02a42dac66,"Beat egg yolks, remaining sugar, and butter until very light and fluffy.","beat,light,fluffy"
02a42dac66,Add orange rind and vanilla.,add
02a42dac66,"Beat in dry ingredients alternately (slowly, on a low speed) with orange juice and semolina until incorporated.",beat
02a42dac66,Fold in meringue.,fold
02a42dac66,Turn into prepared pan and sprinkle with almonds.,"turn,sprinkle"
02a42dac66,"Bake for 40-50 minutes, or until it tests done.",bake
02a42dac66,Cool.,cool
02a42dac66,"For syrup: Boil sugar, water and cinnamon stick for 8 minutes.",boil
02a42dac66,Add brandy and remove cinnamon stick.,"add,remove"
02a42dac66,Pour hot syrup over cooled cake.,pour
02a42dac66,Cool and cut into squares.,"cool,cut"
02a42dac66,Serve with a dollop of whipped cream.,serve
7b922e7401,Preheat oven to 400 degrees.,preheat
7b922e7401,"In a small bowl, add heavy cream, lemon juice, garlic, honey, Sriracha and set aside.","add,set aside"
7b922e7401,Line cookie sheet with 2 layers of Reynolds Wrap Foil.,line
7b922e7401,"Pat tilapia dry with paper towel, place on cookie sheet and season with salt and pepper to taste.","pat,place,season"
7b922e7401,Pour heavy cream mixture over tilapia and top with tablespoon of butter.,"pour,top"
7b922e7401,Cover tilapia with 2 layers of Reynolds Wrap Foil and seal tightly.,"cover,seal"
7b922e7401,Place in oven and cook for 10-12 minutes.,"place,cook"
7b922e7401,"Remove foil very carefully, as steam will release quickly and is very hot.",remove
7b922e7401,Sprinkle with green onions.,sprinkle
7b922e7401,Serve over white rice with generous amounts of lemon cream sauce.,serve
c4b7bf0679,Unroll the crescent rolls and separate into 8 rectangles.,"unroll,seperate"
c4b7bf0679,Press the seams together.,press
c4b7bf0679,Cut each rectangle into 2 squares.,cut
c4b7bf0679,Spoon 1 teaspoon cream cheese onto the center of each square.,spoon
c4b7bf0679,Top with 1 teaspoon of pie filling.,top
c4b7bf0679,Fold the corners into the center.,fold
c4b7bf0679,Bake at 375 degrees F for 10 minutes.,bake
c4b7bf0679,Let cool for 2-3 minutes and remove to a wire rack.,"cool,remove"
c4b7bf0679,Cool completely.,cool
c4b7bf0679,Store in a covered container in the refrigerator.,store
8b35f8d9ef,"In microwave safe bowl, melt together the first 3 ingredients.",melt
8b35f8d9ef,"Heat it for 30 seconds at a time, and stir in between.","heat,stir"
8b35f8d9ef,Stop heating when its melted and stir well until mixed.,"heating,melted,stir,mixed"
8b35f8d9ef,"Add black beans and seasoning, if desired.",add
8b35f8d9ef,"Transfer to a mini-crockpot for serving, keeping the heat on warm setting.","transfer,warm"
8b35f8d9ef,Serve with fresh cilantro and chips!,serve
8b35f8d9ef,Note: I didnt need to season mine at all it just depends on the type of chili youre using and what tastes good to you.,season
8b35f8d9ef,Also I made this with pepper jack Velveeta and it was FAN-TAS-TIC!,none
ae7483f3c4,Preheat oven to 350 degrees F (175 degrees C).,Preheat
ae7483f3c4,Grease and flour three 9-inch round cake pans.,grease
ae7483f3c4,"Combine the flour, sugar, salt, ground cinnamon and baking soda.",combine
ae7483f3c4,"Add the oil and well-beaten eggs, stir by hand, until moistened.","add,stir,moistened"
ae7483f3c4,"Stir in the vanilla, pineapple, nuts and bananas.",stir
ae7483f3c4,Spoon batter into the prepared pans.,spoon
ae7483f3c4,Bake at 350 degrees F (175 degrees C) for 25 to 30 minutes.,bake
ae7483f3c4,Let cakes cool in pans for 10 minutes.,cool
ae7483f3c4,Then turn out onto racks to cool.,"turn,cool"
ae7483f3c4,"Frost with <A HRF=""/az/CrmChsFrstng.asp"">Cream Cheese Frosting</A>.",frost
0636d990c2,1,none
0636d990c2,For the preparation of syrup : in a pot on the fire boil water and sugar together and let it boil for 10 minutes and then add the lemon juice and let boil two minutes and put it a side to cool .,"boil,add,put"
0636d990c2,2,none
0636d990c2,"For the preparation of harissa , in a bowl mix the butter,semolina and sugar , together until homogeneous .","mix,homogeneous"
0636d990c2,3,none
0636d990c2,"In another bowl , mix yogurt and baking powder together and leave 10 minutes until yoghurt is double sized.","mix,leave,double sized"
0636d990c2,4,none
0636d990c2,Add the yogurt mixture and baking powder to the mixture of semolina and mix by hand again until homogeneous components.,"add,mix,homogeneous"
0636d990c2,"5.brush the bottom and sides of a baking tray with tahini ,spread out the dough over a thickness of not more than a centimeter and a half and level the surface and then divide into squares.","brush,sides,spread,divide"
0636d990c2,"6.put almonds in the center of squares ,place inside the oven pre- heated to 250 C for 30 to 45 minutes until golden brown.","put,place,pre-heated,golden brown"
0636d990c2,7.Remove from oven and pour the syrup cut into serving dish,"remove,pour"
0636d990c2,.,none
f9e3b68899,Preheat oven to 350 degrees F butter 9x13 pan.,Preheat
f9e3b68899,In a saucepan over medium heat melt the butter.,melt
f9e3b68899,Stir in the sugar until dissolved.,"stir,dissolved"
f9e3b68899,Remove mixture from heat and.,remove
f9e3b68899,beat in the eggs one at a time mixing well after each addition.,"beat,mixing"
f9e3b68899,Stir in the vanilla.,stir
f9e3b68899,"Sift the flour, cocoa and salt together.",sift
